dataset,path,exists,size_bytes,sha256,rows_checked,columns,label_column_found,used_reference_header,derived_label_from_path,label_preview,known_sha256_match
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood12.pcap_Flow.csv,True,3836585,db26fc8af852a93bf38628b9cf80bf58e77adf98ef58c01a441981b2a8eccaa9,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood13.pcap_Flow.csv,True,2950077,cbf026baa137e9b7c44d87d546d8d7b24596d56fdea5b7b9931bb97d0a217abb,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood14.pcap_Flow.csv,True,3553907,95c0d6a4d9832f2d6a3b122197ad4e7b5ea8106fd4ff843d08ed92b8337cc26c,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood15.pcap_Flow.csv,True,5531382,48d3784783e9eeaf4c593349222c812499bff4558f8c5d4df8d17bbbb6d2c3da,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood16.pcap_Flow.csv,True,5508374,cb635d676a5b9d6d2d44871860062534abee29de8526103f5b1c39beb7c542dc,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood17.pcap_Flow.csv,True,2494555,c20548c1eb7659259ab5b372e9febe15fb049c12ee9b6134cc45dd8cc1952611,4643,84,True,False,True,{'Attack': 4643},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood18.pcap_Flow.csv,True,2127995,96e35e78d137c5b23a128e0da4f3b0cc056d471a8e0c1e32fcf1acb48df7d446,4062,84,True,False,True,{'Attack': 4062},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood19.pcap_Flow.csv,True,4296522,cb47d0a415ce0d9be7878611baa6ae75379e31eb8176884595416373fd918080,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood2.pcap_Flow.csv,True,5686932,52293b840208a16b0392ee05f96c8ed62ecd7640c6b1763959cda4212ce6222a,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood20.pcap_Flow.csv,True,3916845,cbedde5267515ccfd90f4ad7859154911cf152c711dafa36ff985df78bd36f47,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood21.pcap_Flow.csv,True,3824166,0ecde49f2e50b1bfad6ea6bd82af3580c413ebe630534fff94e1dabadd8637b1,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood22.pcap_Flow.csv,True,3214156,91fc9904bbf524fd14b277d7c945f98cb70fac4f0ef32c7b0ec109cd1a108972,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood23.pcap_Flow.csv,True,2737848,4dc4e917b8cf04feae16f3bc9f0f23dac3eea8f227ef6b42aad0a7a0e818f5f5,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood24.pcap_Flow.csv,True,3232079,89163e323721c40f2539b561964ca1c4ee0ee89d9b1a2887151bf35a0f4d3740,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood25.pcap_Flow.csv,True,5018468,2d87a393728d2723a781b2f0517fd6a20c72f65c3ec5f43b6c7b7613a4ab9cfb,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood26.pcap_Flow.csv,True,2839348,2f976cc049988aea23e6868787734d85dff6aae93d222ef6e9ecdcdffeae9082,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood3.pcap_Flow.csv,True,4164002,2ef676b4d38f83bb1a87f39e4f5f740f8846a1b0a55b393d25d7f9d483e9e56e,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood4.pcap_Flow.csv,True,8230807,f48eacc3c23f7f791a6c5b81dad88081326cf7f6947bba13ee20d60b00996b5a,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood5.pcap_Flow.csv,True,4082342,a84b5aa1307288560acd47ca67a29ad1732138ef99e2d42505be34af07d039ed,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood6.pcap_Flow.csv,True,2486524,9e9a5f5185381521ff86bff2a0de7625cd6bc0693d656c1b0fc478695eb05f85,4783,84,True,False,True,{'Attack': 4783},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood7.pcap_Flow.csv,True,1715790,ee208cc760d45be6e30ecb10ea019b70d9dd1a69832e9ad559af4fcb4d032865,3244,84,True,False,True,{'Attack': 3244},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood8.pcap_Flow.csv,True,3379735,fcf0d9c25616f42f70708e1bf3298765577287b12f97094ae1ad87aa026bbfdd,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood9.pcap_Flow.csv,True,3680715,85645d9b06c719cf10a742fc62a1ee071a1c5e6f9694073f58ddb7fda24c5f09,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-HTTP Flood\DDoS-HTTP_Flood-.pcap_Flow.csv,True,246288916,1d019b058e835749a3f7263b696b092ec64cc5d4c61362c590660599cdaceb9a,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation.pcap_Flow.csv,True,7458001,068efe72ceb49b4b038b75b6146551f91d880afd50122dd0e927049029078068,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation1.pcap_Flow.csv,True,9176052,fcccb6268af295d17bc6e8cb2a838fd1a489a3448a9cda250b46ad76259d5659,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation10.pcap_Flow.csv,True,7668811,39e071a6ce31de60f725fe1403dbbe2531c27ffdc5728a05c666eb87d8e4384f,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation11.pcap_Flow.csv,True,6118491,201b0159c693a0642b065ed2816582861ac85bf339c1acb90b7ca01045c87235,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation12.pcap_Flow.csv,True,9414482,0e9eb30615d884ed9b9344b1fa7ac5ce36c1f3fbb66e5901752553a0a67561f6,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation13.pcap_Flow.csv,True,6844913,07fa799b6b39411de2dcfc3f067bf8320b2d49dc7f956c1b9f3acfddff538d2a,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation14.pcap_Flow.csv,True,7082376,d3d286e96aa3d4ffa2f5fbc5cca8da8031614a36192c693c44ec438c3cffb667,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation15.pcap_Flow.csv,True,5095896,24e1f5d60c1facb4b8ebee7f971226ca520bc6d2562a97c7a70e8a815775f55a,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation16.pcap_Flow.csv,True,8668131,9227f0d8937bfb5a24fb1e40fa4e0e4073c04e9fbe3e34aff625a6fbca54ffae,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation17.pcap_Flow.csv,True,21945057,9d43f197c2b56e0ab4a5c2902b09f7c0d1d4e6cfb3495a2b2c7f6283b6d50695,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation18.pcap_Flow.csv,True,4917817,872be72a15d78acc0e2240cb9665f2b5025e52bc85c440a290b4cb79b34b7e20,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation19.pcap_Flow.csv,True,5790708,4ad55e36935f4a52873c31f16f1bf5d82078b198b98dc1e44f40004c24ad8347,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation2.pcap_Flow.csv,True,7131349,52707c33d71030de42b030eb07ca7295836732e4e9aba8868e44fad3cf2e6ec9,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation3.pcap_Flow.csv,True,12417260,f4b6e09f304b4aa6534447ba574a2d8b25e326a71d0f20bf9883b36332e33651,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation4.pcap_Flow.csv,True,13542159,3e4ec9ef4dca85f52eb377cbff20a864186eae41100ef1035a00cfb6ee3c3881,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation5.pcap_Flow.csv,True,5671514,1832bfa241a80c3aabbb1252f3711a44c194fdfb8e700c8384eca3b53d7a9881,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation6.pcap_Flow.csv,True,5323287,c2fb2096a8c1b4447a6960644a2a8ee8711b31a322400ee6445cacadc4928451,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation7.pcap_Flow.csv,True,7508169,8b06782bdfd9d64ce77f57dcd899f4a8f2b27b9ddb6ad6f049512890d2e774c2,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation8.pcap_Flow.csv,True,6535461,358aed9c507d1937fdc35ade3fcd22e0c8e0ea63ca166c9f6b4e43663c11dc20,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation9.pcap_Flow.csv,True,10913680,d4780a7ba8fc48916708dc70638c6dc157a0a7661f9a4bcc95b2e98cc576ca0e,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood.pcap_Flow.csv,True,2065766424,4f06ea53b9fbbea093acf696f49666cb0bb47a8006e0416b322202dd07a65133,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood1.pcap_Flow.csv,True,748064740,57f9b204fe8e97cd5187aa06029dc11c04d3a045a847712df06aa9d2eb39fa92,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood2.pcap_Flow.csv,True,1128921696,53e1125eb462287a773399626cb48a10d432cf6b50b345a6df1d6c78cdd82b98,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood3.pcap_Flow.csv,True,1019553127,d850cd3397f67e0f912124c55c1ead2c0449e5f975c620216a3847ccd890e889,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood4.pcap_Flow.csv,True,1167577806,ff29442e02b81d178bf9e8b9655a12f4eb81188e65881934ab158e5668d21c7f,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood5.pcap_Flow.csv,True,970435055,d90c77b3891a588be5a54f787a117a64345d94a5f3c49d8ce7d8526eb19b68e7,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood6.pcap_Flow.csv,True,828250772,4882cdf9cb74e4a0e5b566513784aed8a34471d1c88ee9e87d69c30a508f990b,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood7.pcap_Flow.csv,True,737774415,38e510ea7f771d4869847147f3a154c388e63be9ad61d40e9954568a24514cb0,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-HTTP_Flood\DoS-HTTP_Flood.pcap_Flow.csv,True,406182568,801620a183fe8236e979dc2f24329d9a4e122308690e5bcc3dfdfa83b42894db,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-HTTP_Flood\DoS-HTTP_Flood1.pcap_Flow.csv,True,313851273,44e018fc8d8ddb325fb9486c79da41c781ed8c2474dd28e86e77a5dafdd998e5,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood.pcap_Flow.csv,True,460,0745e0a3fefedf715f1573deb495bdec06d0e476860cf08354eeeb9ad32f6699,1,84,True,True,True,{'Attack': 1},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood1.pcap_Flow.csv,True,558,4cc1118f74db6fd611c50a6f059581f90daaad4d949dcded58e92305a9d2ec88,1,84,True,True,True,{'Attack': 1},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood10.pcap_Flow.csv,True,398,65ad5d0a6953fba959e9392e7e6a588b6811f08e829582a1615bae1545895180,1,84,True,True,True,{'Attack': 1},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood2.pcap_Flow.csv,True,423,b5a809253323dc8fe92be5b0ec618c4714d0da8f490364d245f10313aa2af2d7,1,84,True,True,True,{'Attack': 1},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood3.pcap_Flow.csv,True,520,f147d607f29481ba11e5f2680e39e208b4dbe4c58a701e262ac512e939ceaa0d,1,84,True,True,True,{'Attack': 1},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood.pcap_Flow.csv,True,523374726,c3ff066af5f3548d93a67e5f41562bbaa610b2afbb103191f2f2e43578d3e66e,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood10.pcap_Flow.csv,True,30445003,30e07da2d30e303d60f5c2d003c69054d0529d2b70f1873c9946952db3199f6c,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood11.pcap_Flow.csv,True,28155820,2e9e1c093f07222d5bc47d8b5a9b3276ef93ed54b534c4b0bb2d53500fafec14,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood12.pcap_Flow.csv,True,24779241,46d647eb45b039fb3c291f8af285937c92837c4a64fb0a0f286829b6bbfb9cad,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood13.pcap_Flow.csv,True,29050006,4db30377aa5d8ade6def8f5bb95afce4d19712f835e09fd31b208a50f512ddce,5000,84,True,False,True,{'Attack': 5000},
cic_iot_diad_2024,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood14.pcap_Flow.csv,True,31889244,1d223a552f9d90a2c5a695cf8d5b0d6da196570936f691af85ca480420c8f93f,5000,84,True,False,True,{'Attack': 5000},
