dataset,path,target,rows_seen,rows_selected
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood20.pcap_Flow.csv,1,7322,140
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood21.pcap_Flow.csv,1,7293,125
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood22.pcap_Flow.csv,1,5993,93
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood23.pcap_Flow.csv,1,5193,74
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood24.pcap_Flow.csv,1,6055,86
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood25.pcap_Flow.csv,1,9442,143
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood26.pcap_Flow.csv,1,5432,85
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood3.pcap_Flow.csv,1,7845,111
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood4.pcap_Flow.csv,1,16190,236
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood5.pcap_Flow.csv,1,7840,91
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood6.pcap_Flow.csv,1,4783,55
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood7.pcap_Flow.csv,1,3244,49
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood8.pcap_Flow.csv,1,6411,94
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood9.pcap_Flow.csv,1,6955,103
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-HTTP Flood\DDoS-HTTP_Flood-.pcap_Flow.csv,1,505720,7323
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation.pcap_Flow.csv,1,14479,208
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation1.pcap_Flow.csv,1,17480,299
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation10.pcap_Flow.csv,1,14420,224
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation11.pcap_Flow.csv,1,11479,161
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation12.pcap_Flow.csv,1,18026,253
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation13.pcap_Flow.csv,1,12980,203
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation14.pcap_Flow.csv,1,13411,194
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation15.pcap_Flow.csv,1,9890,170
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation16.pcap_Flow.csv,1,16489,253
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation17.pcap_Flow.csv,1,41632,613
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation18.pcap_Flow.csv,1,9106,136
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation19.pcap_Flow.csv,1,10963,149
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation2.pcap_Flow.csv,1,13462,209
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation3.pcap_Flow.csv,1,23405,348
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation4.pcap_Flow.csv,1,25593,387
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation5.pcap_Flow.csv,1,10617,138
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation6.pcap_Flow.csv,1,10138,147
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation7.pcap_Flow.csv,1,14235,202
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation8.pcap_Flow.csv,1,12572,201
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation9.pcap_Flow.csv,1,20380,284
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood.pcap_Flow.csv,1,3990181,57337
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood1.pcap_Flow.csv,1,1373103,19713
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood2.pcap_Flow.csv,1,2130835,30625
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood3.pcap_Flow.csv,1,1923524,27572
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood4.pcap_Flow.csv,1,2169821,31343
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood5.pcap_Flow.csv,1,1795088,25781
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood6.pcap_Flow.csv,1,1503778,21754
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS SYN Flood\DoS-SYN_Flood7.pcap_Flow.csv,1,1404314,20161
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-HTTP_Flood\DoS-HTTP_Flood.pcap_Flow.csv,1,932513,13370
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-HTTP_Flood\DoS-HTTP_Flood1.pcap_Flow.csv,1,710231,10219
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood.pcap_Flow.csv,1,1,0
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood1.pcap_Flow.csv,1,1,0
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood10.pcap_Flow.csv,1,1,0
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood2.pcap_Flow.csv,1,1,0
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-TCP_Flood\DoS-TCP_Flood3.pcap_Flow.csv,1,1,0
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood.pcap_Flow.csv,1,934001,13413
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood10.pcap_Flow.csv,1,61907,886
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood11.pcap_Flow.csv,1,57086,806
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood12.pcap_Flow.csv,1,50017,727
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood13.pcap_Flow.csv,1,59885,844
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood14.pcap_Flow.csv,1,64565,951
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood15.pcap_Flow.csv,1,66453,971
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood16.pcap_Flow.csv,1,35173,512
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood3.pcap_Flow.csv,1,589185,8561
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood4.pcap_Flow.csv,1,901794,12947
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood5.pcap_Flow.csv,1,842995,11961
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood6.pcap_Flow.csv,1,862694,12470
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood7.pcap_Flow.csv,1,539459,7767
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood8.pcap_Flow.csv,1,74524,1055
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\DoS\DoS-UDP_Flood\DoS-UDP_Flood9.pcap_Flow.csv,1,70798,972
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood.pcap_Flow.csv,1,5172,64
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood1.pcap_Flow.csv,1,10856,180
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood10.pcap_Flow.csv,1,8187,120
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood11.pcap_Flow.csv,1,8377,115
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood12.pcap_Flow.csv,1,6423,126
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood13.pcap_Flow.csv,1,10306,147
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood14.pcap_Flow.csv,1,2977,36
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood15.pcap_Flow.csv,1,3247,45
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood16.pcap_Flow.csv,1,4438,59
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood17.pcap_Flow.csv,1,2790,39
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood18.pcap_Flow.csv,1,3265,44
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood19.pcap_Flow.csv,1,3481,50
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood2.pcap_Flow.csv,1,4071,52
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood20.pcap_Flow.csv,1,4100,49
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood21.pcap_Flow.csv,1,4507,73
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood22.pcap_Flow.csv,1,6609,105
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood23.pcap_Flow.csv,1,4572,72
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood24.pcap_Flow.csv,1,2546,38
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood25.pcap_Flow.csv,1,2500,35
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood26.pcap_Flow.csv,1,5482,57
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood27.pcap_Flow.csv,1,7602,119
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood28.pcap_Flow.csv,1,8451,122
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood3.pcap_Flow.csv,1,4647,60
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood4.pcap_Flow.csv,1,9012,133
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood5.pcap_Flow.csv,1,3873,54
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood6.pcap_Flow.csv,1,11786,142
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood7.pcap_Flow.csv,1,7789,125
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood8.pcap_Flow.csv,1,5443,74
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Mirai\Mirai-greeth_flood9.pcap_Flow.csv,1,12079,164
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Recon\VulnerabilityScan\VulnerabilityScan.pcap_Flow.csv,1,442158,6506
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Spoofing\ARP Spoofing\MITM-ArpSpoofing.pcap_Flow.csv,1,73033,1058
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Spoofing\ARP Spoofing\MITM-ArpSpoofing1.pcap_Flow.csv,1,9349,133
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Spoofing\DNS Spoofing\DNS_Spoofing.pcap_Flow.csv,1,74856,1126
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Web-Based\Uploading_Attack\Uploading_Attack.pcap_Flow.csv,1,1348,20
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Web-Based\XSS\XSS.pcap_Flow.csv,1,3377,43
cic_iot_diad_2024_raw_proportion,data\raw\cic_iot_diad_2024\Anomaly Detection - Flow Based features\Web-Based\sqlinjection\SqlInjection.pcap_Flow.csv,1,6603,90
